codigo_ibge,nome,uf,regiao_imediata,regiao_intermediaria,latitude,longitude,populacao_2026
1100015,Alta Floresta D'Oeste,RO,Cacoal,Ji-Paraná,-12.542005,-62.371925,22724
1100023,Ariquemes,RO,Ariquemes,Porto Velho,-9.910750,-62.917134,109731
1100031,Cabixi,RO,Vilhena,Ji-Paraná,-13.522212,-60.658200,5640
1100049,Cacoal,RO,Cacoal,Ji-Paraná,-11.425122,-61.406500,98884
1100056,Cerejeiras,RO,Vilhena,Ji-Paraná,-13.193654,-61.326578,16957
1100064,Colorado do Oeste,RO,Vilhena,Ji-Paraná,-13.121671,-60.580983,16432
1100072,Corumbiara,RO,Vilhena,Ji-Paraná,-12.896555,-61.072777,7938
1100080,Costa Marques,RO,Ji-Paraná,Ji-Paraná,-12.123268,-64.041984,13499
1100098,Espigão D'Oeste,RO,Cacoal,Ji-Paraná,-11.422691,-60.738129,32960
1100106,Guajará-Mirim,RO,Porto Velho,Porto Velho,-11.324382,-64.572588,43633
1100114,Jaru,RO,Jaru,Porto Velho,-10.613613,-62.649553,55774
1100122,Ji-Paraná,RO,Ji-Paraná,Ji-Paraná,-10.389888,-61.764478,140800
1100130,Machadinho D'Oeste,RO,Jaru,Porto Velho,-9.216276,-62.053296,34229
1100148,Nova Brasilândia D'Oeste,RO,Cacoal,Ji-Paraná,-11.594946,-62.229266,16251
1100155,Ouro Preto do Oeste,RO,Ji-Paraná,Ji-Paraná,-10.498816,-62.066747,38686
1100189,Pimenta Bueno,RO,Cacoal,Ji-Paraná,-11.787964,-60.863227,39377
1100205,Porto Velho,RO,Porto Velho,Porto Velho,-9.128702,-64.396475,520379
1100254,Presidente Médici,RO,Ji-Paraná,Ji-Paraná,-11.181642,-61.963150,20372
1100262,Rio Crespo,RO,Ariquemes,Porto Velho,-9.689376,-62.751452,3781
1100288,Rolim de Moura,RO,Cacoal,Ji-Paraná,-11.751924,-61.816329,63336
1100296,Santa Luzia D'Oeste,RO,Cacoal,Ji-Paraná,-12.079974,-61.755942,7798
1100304,Vilhena,RO,Vilhena,Ji-Paraná,-12.050562,-60.265073,110708
1100320,São Miguel do Guaporé,RO,Ji-Paraná,Ji-Paraná,-11.605920,-63.068503,22343
1100338,Nova Mamoré,RO,Porto Velho,Porto Velho,-10.469410,-64.569214,28894
1100346,Alvorada D'Oeste,RO,Ji-Paraná,Ji-Paraná,-11.289328,-62.608707,13611
1100379,Alto Alegre dos Parecis,RO,Cacoal,Ji-Paraná,-12.699100,-61.949502,12213
1100403,Alto Paraíso,RO,Ariquemes,Porto Velho,-9.682546,-63.455216,17471
1100452,Buritis,RO,Ariquemes,Porto Velho,-10.094888,-63.973609,30573
1100502,Novo Horizonte do Oeste,RO,Cacoal,Ji-Paraná,-11.697200,-62.069500,7894
1100601,Cacaulândia,RO,Ariquemes,Porto Velho,-10.344242,-63.074233,4242
1100700,Campo Novo de Rondônia,RO,Ariquemes,Porto Velho,-10.480949,-63.796372,8972
1100809,Candeias do Jamari,RO,Porto Velho,Porto Velho,-8.960440,-63.368751,24454
1100908,Castanheiras,RO,Cacoal,Ji-Paraná,-11.469659,-61.880282,3445
1100924,Chupinguaia,RO,Vilhena,Ji-Paraná,-12.647360,-60.913753,10250
1100940,Cujubim,RO,Ariquemes,Porto Velho,-9.019859,-62.525938,15872
1101005,Governador Jorge Teixeira,RO,Jaru,Porto Velho,-10.808098,-63.184352,8264
1101104,Itapuã do Oeste,RO,Porto Velho,Porto Velho,-9.081986,-63.151974,9247
1101203,Ministro Andreazza,RO,Cacoal,Ji-Paraná,-11.145038,-61.583669,6389
1101302,Mirante da Serra,RO,Ji-Paraná,Ji-Paraná,-11.097577,-62.885523,9579
1101401,Monte Negro,RO,Ariquemes,Porto Velho,-10.277473,-63.393796,12100
1101435,Nova União,RO,Ji-Paraná,Ji-Paraná,-10.903225,-62.519562,6506
1101450,Parecis,RO,Cacoal,Ji-Paraná,-12.283437,-61.377233,4356
1101468,Pimenteiras do Oeste,RO,Vilhena,Ji-Paraná,-13.168883,-61.516998,2308
1101476,Primavera de Rondônia,RO,Cacoal,Ji-Paraná,-11.893447,-61.313484,3259
1101484,São Felipe D'Oeste,RO,Cacoal,Ji-Paraná,-11.904243,-61.469336,5571
1101492,São Francisco do Guaporé,RO,Ji-Paraná,Ji-Paraná,-12.395843,-63.191588,17601
1101500,Seringueiras,RO,Ji-Paraná,Ji-Paraná,-11.842182,-63.238832,12973
1101559,Teixeirópolis,RO,Ji-Paraná,Ji-Paraná,-10.954310,-62.272760,4507
1101609,Theobroma,RO,Jaru,Porto Velho,-10.084868,-62.276737,8383
1101708,Urupá,RO,Ji-Paraná,Ji-Paraná,-11.087356,-62.430328,11254
1101757,Vale do Anari,RO,Jaru,Porto Velho,-9.708156,-61.932450,8178
1101807,Vale do Paraíso,RO,Ji-Paraná,Ji-Paraná,-10.291435,-62.091371,6740
1200013,Acrelândia,AC,Rio Branco,Rio Branco,-10.010622,-66.949243,14762
1200054,Assis Brasil,AC,Brasiléia,Rio Branco,-10.765979,-69.874728,8716
1200104,Brasiléia,AC,Brasiléia,Rio Branco,-10.768814,-69.183025,28198
1200138,Bujari,AC,Rio Branco,Rio Branco,-9.629003,-68.143270,14076
1200179,Capixaba,AC,Rio Branco,Rio Branco,-10.489806,-67.813225,11035
1200203,Cruzeiro do Sul,AC,Cruzeiro do Sul,Cruzeiro do Sul,-8.017147,-72.844723,99404
1200252,Epitaciolândia,AC,Brasiléia,Rio Branco,-10.866524,-68.612761,19997
1200302,Feijó,AC,Tarauacá,Cruzeiro do Sul,-9.033293,-70.961891,37874
1200328,Jordão,AC,Tarauacá,Cruzeiro do Sul,-9.196446,-71.874184,9972
1200336,Mâncio Lima,AC,Cruzeiro do Sul,Cruzeiro do Sul,-7.522109,-73.517639,20616
1200344,Manoel Urbano,AC,Sena Madureira,Rio Branco,-9.360671,-69.864681,13057
1200351,Marechal Thaumaturgo,AC,Cruzeiro do Sul,Cruzeiro do Sul,-9.071695,-72.636998,18154
1200385,Plácido de Castro,AC,Rio Branco,Rio Branco,-10.298159,-67.359862,17088
1200393,Porto Walter,AC,Cruzeiro do Sul,Cruzeiro do Sul,-8.509628,-72.751093,11386
1200401,Rio Branco,AC,Rio Branco,Rio Branco,-10.053153,-68.272730,390058
1200427,Rodrigues Alves,AC,Cruzeiro do Sul,Cruzeiro do Sul,-7.851450,-73.223924,15580
1200435,Santa Rosa do Purus,AC,Sena Madureira,Rio Branco,-9.501869,-70.443442,7285
1200450,Senador Guiomard,AC,Rio Branco,Rio Branco,-10.003379,-67.476142,22447
1200500,Sena Madureira,AC,Sena Madureira,Rio Branco,-9.837505,-69.460892,44170
1200609,Tarauacá,AC,Tarauacá,Cruzeiro do Sul,-8.481349,-71.410105,47090
1200708,Xapuri,AC,Brasiléia,Rio Branco,-10.590872,-68.529203,19244
1200807,Porto Acre,AC,Rio Branco,Rio Branco,-9.694474,-67.694049,17585
1300029,Alvarães,AM,Tefé,Tefé,-3.699016,-65.334519,16938
1300060,Amaturá,AM,Tabatinga,Tefé,-3.388192,-68.204512,11633
1300086,Anamã,AM,Manacapuru,Manaus,-3.487067,-61.755843,9981
1300102,Anori,AM,Coari,Manaus,-4.219208,-62.177440,18135
1300144,Apuí,AM,Manicoré,Lábrea,-7.763545,-59.358941,21971
1300201,Atalaia do Norte,AM,Tabatinga,Tefé,-5.737579,-71.815588,15920
1300300,Autazes,AM,Manaus,Manaus,-3.810548,-59.572863,46641
1300409,Barcelos,AM,São Gabriel da Cachoeira,Manaus,-0.428506,-63.526284,17805
1300508,Barreirinha,AM,Parintins,Parintins,-3.034469,-57.146016,34025
1300607,Benjamin Constant,AM,Tabatinga,Tefé,-5.560591,-70.339706,41261
1300631,Beruri,AM,Coari,Manaus,-4.447259,-61.859861,22842
1300680,Boa Vista do Ramos,AM,Parintins,Parintins,-3.152121,-57.655540,27052
1300706,Boca do Acre,AM,Lábrea,Lábrea,-8.618345,-67.930367,39176
1300805,Borba,AM,Manaus,Manaus,-5.094728,-59.328605,34836
1300839,Caapiranga,AM,Manacapuru,Manaus,-3.119120,-61.780324,14980
1300904,Canutama,AM,Lábrea,Lábrea,-7.711818,-64.186904,18327
1301001,Carauari,AM,Tefé,Tefé,-5.168820,-67.326894,31383
1301100,Careiro,AM,Manaus,Manaus,-3.777426,-60.205752,32289
1301159,Careiro da Várzea,AM,Manaus,Manaus,-3.325411,-59.677073,20081
1301209,Coari,AM,Coari,Manaus,-4.164689,-64.181250,73403
1301308,Codajás,AM,Coari,Manaus,-3.177089,-63.094504,24627
1301407,Eirunepé,AM,Eirunepé,Tefé,-7.036224,-70.331024,36027
1301506,Envira,AM,Eirunepé,Tefé,-7.536382,-70.053575,18062
1301605,Fonte Boa,AM,Tefé,Tefé,-2.480220,-66.262501,28491
1301654,Guajará,AM,Eirunepé,Tefé,-7.116207,-72.776048,14356
1301704,Humaitá,AM,Manicoré,Lábrea,-7.432184,-62.356378,64390
1301803,Ipixuna,AM,Eirunepé,Tefé,-7.087616,-71.375945,25792
1301852,Iranduba,AM,Manaus,Manaus,-3.098275,-60.470196,70248
1301902,Itacoatiara,AM,Itacoatiara,Parintins,-3.170298,-58.796483,115218
1301951,Itamarati,AM,Eirunepé,Tefé,-6.749106,-68.080980,12150
1302009,Itapiranga,AM,Itacoatiara,Parintins,-2.507583,-58.557528,11090
1302108,Japurá,AM,Tefé,Tefé,-1.539314,-68.236411,9527
1302207,Juruá,AM,Tefé,Tefé,-3.295061,-66.188164,11106
1302306,Jutaí,AM,Tefé,Tefé,-4.570674,-68.258893,28712
1302405,Lábrea,AM,Lábrea,Lábrea,-8.159739,-66.087375,50040
1302504,Manacapuru,AM,Manacapuru,Manaus,-3.269678,-61.012972,113042
1302553,Manaquiri,AM,Manaus,Manaus,-3.772580,-60.659137,15902
1302603,Manaus,AM,Manaus,Manaus,-2.686932,-60.051676,2327101
1302702,Manicoré,AM,Manicoré,Lábrea,-6.927061,-61.558917,58557
1302801,Maraã,AM,Tefé,Tefé,-2.562049,-64.899223,15716
1302900,Maués,AM,Parintins,Parintins,-5.004258,-58.240688,67021
1303007,Nhamundá,AM,Parintins,Parintins,-1.411015,-57.836191,21394
1303106,Nova Olinda do Norte,AM,Manaus,Manaus,-3.967226,-58.624291,27965
1303205,Novo Airão,AM,Manacapuru,Manaus,-2.043544,-61.844799,16648
1303304,Novo Aripuanã,AM,Manicoré,Lábrea,-6.898803,-60.574514,25506
1303403,Parintins,AM,Parintins,Parintins,-2.660672,-56.917816,101754
1303502,Pauini,AM,Lábrea,Lábrea,-7.678460,-68.072403,20330
1303536,Presidente Figueiredo,AM,Manaus,Manaus,-1.306569,-59.962231,33580
1303569,Rio Preto da Eva,AM,Manaus,Manaus,-2.496728,-59.653220,25342
1303601,Santa Isabel do Rio Negro,AM,São Gabriel da Cachoeira,Manaus,-0.345510,-65.662227,13724
1303700,Santo Antônio do Içá,AM,Tabatinga,Tefé,-3.088045,-68.776331,30987
1303809,São Gabriel da Cachoeira,AM,São Gabriel da Cachoeira,Manaus,0.321508,-68.022643,58359
1303908,São Paulo de Olivença,AM,Tabatinga,Tefé,-4.607695,-69.567401,35619
1303957,São Sebastião do Uatumã,AM,Itacoatiara,Parintins,-1.946853,-58.730821,12415
1304005,Silves,AM,Itacoatiara,Parintins,-2.790745,-58.630651,12827
1304062,Tabatinga,AM,Tabatinga,Tefé,-4.005880,-69.610026,74384
1304104,Tapauá,AM,Lábrea,Lábrea,-6.174428,-65.609125,20849
1304203,Tefé,AM,Tefé,Tefé,-4.495294,-65.545159,81046
1304237,Tonantins,AM,Tabatinga,Tefé,-2.664218,-67.847456,20417
1304260,Uarini,AM,Tefé,Tefé,-3.140185,-65.398141,15815
1304302,Urucará,AM,Itacoatiara,Parintins,-1.214018,-58.766417,19738
1304401,Urucurituba,AM,Itacoatiara,Parintins,-2.860448,-57.811967,26373
1400027,Amajari,RR,Pacaraima,Boa Vista,3.767599,-62.723715,16647
1400050,Alto Alegre,RR,Boa Vista,Boa Vista,3.051487,-62.768077,24135
1400100,Boa Vista,RR,Boa Vista,Boa Vista,3.105860,-60.662250,500965
1400159,Bonfim,RR,Boa Vista,Boa Vista,2.761758,-60.089619,15922
1400175,Cantá,RR,Boa Vista,Boa Vista,2.267165,-60.536832,21659
1400209,Caracaraí,RR,Caracaraí,Rorainópolis - Caracaraí,0.750161,-61.347067,23061
1400233,Caroebe,RR,Rorainópolis,Rorainópolis - Caracaraí,1.073909,-59.475951,12303
1400282,Iracema,RR,Caracaraí,Rorainópolis - Caracaraí,2.259245,-62.612209,11098
1400308,Mucajaí,RR,Boa Vista,Boa Vista,2.522274,-61.903941,20398
1400407,Normandia,RR,Pacaraima,Boa Vista,3.889354,-60.080533,16908
1400456,Pacaraima,RR,Pacaraima,Boa Vista,4.181707,-60.840329,24132
1400472,Rorainópolis,RR,Rorainópolis,Rorainópolis - Caracaraí,-0.127130,-60.990317,38840
1400506,São João da Baliza,RR,Rorainópolis,Rorainópolis - Caracaraí,0.695182,-59.842643,10215
1400605,São Luiz do Anauá,RR,Rorainópolis,Rorainópolis - Caracaraí,0.874582,-60.159489,7920
1400704,Uiramutã,RR,Pacaraima,Boa Vista,4.641973,-60.227458,16809
1500107,Abaetetuba,PA,Abaetetuba,Belém,-1.709327,-48.932614,173638
1500131,Abel Figueiredo,PA,Marabá,Marabá,-4.924371,-48.419306,6250
1500206,Acará,PA,Belém,Belém,-2.120993,-48.472710,63503
1500305,Afuá,PA,Breves,Breves,-0.342181,-50.748745,40692
1500347,Água Azul do Norte,PA,Xinguara,Redenção,-6.659549,-50.564773,17246
1500404,Alenquer,PA,Santarém,Santarém,-0.663049,-54.897953,76889
1500503,Almeirim,PA,Almeirim - Porto de Moz,Altamira,0.388736,-53.918613,36545
1500602,Altamira,PA,Altamira,Altamira,-5.976671,-53.673292,140450
1500701,Anajás,PA,Breves,Breves,-0.818512,-50.028716,30482
1500800,Ananindeua,PA,Belém,Belém,-1.330389,-48.378068,510563
1500859,Anapu,PA,Altamira,Altamira,-3.876620,-51.351175,36304
1500909,Augusto Corrêa,PA,Bragança,Castanhal,-1.030679,-46.522500,48216
1500958,Aurora do Pará,PA,Paragominas,Castanhal,-2.274756,-47.739369,24070
1501006,Aveiro,PA,Itaituba,Santarém,-3.825268,-55.972909,19531
1501105,Bagre,PA,Breves,Breves,-2.444171,-50.156878,35640
1501204,Baião,PA,Tucuruí,Marabá,-3.226980,-49.729429,57717
1501253,Bannach,PA,Redenção,Redenção,-7.471356,-50.627038,4327
1501303,Barcarena,PA,Belém,Belém,-1.515214,-48.642357,140756
1501402,Belém,PA,Belém,Belém,-1.295207,-48.450093,1396157
1501451,Belterra,PA,Santarém,Santarém,-3.398415,-55.035131,19191
1501501,Benevides,PA,Belém,Belém,-1.345600,-48.285147,69703
1501576,Bom Jesus do Tocantins,PA,Marabá,Marabá,-4.998427,-48.816970,19294
1501600,Bonito,PA,Capanema,Castanhal,-1.429206,-47.312867,12925
1501709,Bragança,PA,Bragança,Castanhal,-1.126933,-46.775185,133268
1501725,Brasil Novo,PA,Altamira,Altamira,-3.382986,-52.740693,27635
1501758,Brejo Grande do Araguaia,PA,Marabá,Marabá,-5.750315,-48.436067,6947
1501782,Breu Branco,PA,Tucuruí,Marabá,-3.754387,-49.263418,46792
1501808,Breves,PA,Breves,Breves,-1.157551,-50.581730,117028
1501907,Bujaru,PA,Belém,Belém,-1.617135,-48.074841,25019
1501956,Cachoeira do Piriá,PA,Bragança,Castanhal,-1.980934,-46.435382,18881
1502004,Cachoeira do Arari,PA,Soure-Salvaterra,Breves,-0.845341,-48.898820,25683
1502103,Cametá,PA,Cametá,Belém,-2.252605,-49.500581,145843
1502152,Canaã dos Carajás,PA,Parauapebas,Marabá,-6.492379,-50.101090,92311
1502202,Capanema,PA,Capanema,Castanhal,-1.122976,-47.091524,75791
1502301,Capitão Poço,PA,Capitão Poço,Castanhal,-2.001162,-47.228120,60663
1502400,Castanhal,PA,Castanhal,Castanhal,-1.279227,-47.855142,210592
1502509,Chaves,PA,Breves,Breves,0.013998,-49.688474,21514
1502608,Colares,PA,Belém,Belém,-0.926600,-48.273447,13720
1502707,Conceição do Araguaia,PA,Redenção,Redenção,-8.184059,-49.541726,47187
1502756,Concórdia do Pará,PA,Belém,Belém,-1.873112,-47.964906,28253
1502764,Cumaru do Norte,PA,Redenção,Redenção,-8.436229,-51.187102,15354
1502772,Curionópolis,PA,Parauapebas,Marabá,-6.171187,-49.683234,21088
1502806,Curralinho,PA,Breves,Breves,-1.586697,-49.979508,37164
1502855,Curuá,PA,Oriximiná,Santarém,-1.807942,-55.134964,15069
1502905,Curuçá,PA,Castanhal,Castanhal,-0.727640,-47.867744,45330
1502939,Dom Eliseu,PA,Paragominas,Castanhal,-4.130707,-47.845083,63306
1502954,Eldorado do Carajás,PA,Parauapebas,Marabá,-6.040096,-49.310430,29154
1503002,Faro,PA,Oriximiná,Santarém,-1.145486,-57.777681,9208
1503044,Floresta do Araguaia,PA,Redenção,Redenção,-7.508566,-49.512893,18625
1503077,Garrafão do Norte,PA,Capitão Poço,Castanhal,-2.239417,-47.084454,25565
1503093,Goianésia do Pará,PA,Tucuruí,Marabá,-3.994192,-49.003347,26361
1503101,Gurupá,PA,Breves,Breves,-1.123626,-51.597863,34344
1503200,Igarapé-Açu,PA,Castanhal,Castanhal,-1.132595,-47.567343,37992
1503309,Igarapé-Miri,PA,Abaetetuba,Belém,-2.052987,-49.136121,69918
1503408,Inhangapi,PA,Castanhal,Castanhal,-1.491844,-47.976206,10813
1503457,Ipixuna do Pará,PA,Paragominas,Castanhal,-2.962597,-48.120241,28403
1503507,Irituia,PA,Castanhal,Castanhal,-1.804886,-47.415478,32780
1503606,Itaituba,PA,Itaituba,Santarém,-5.871699,-56.287484,136990
1503705,Itupiranga,PA,Marabá,Marabá,-5.187998,-49.847721,52213
1503754,Jacareacanga,PA,Itaituba,Santarém,-7.408025,-57.237599,27130
1503804,Jacundá,PA,Marabá,Marabá,-4.569388,-49.225292,37086
1503903,Juruti,PA,Oriximiná,Santarém,-2.379257,-56.124220,54546
1504000,Limoeiro do Ajuru,PA,Cametá,Belém,-1.882957,-49.472843,32387
1504059,Mãe do Rio,PA,Paragominas,Castanhal,-2.008618,-47.512306,37881
1504109,Magalhães Barata,PA,Castanhal,Castanhal,-0.795823,-47.633115,8450
1504208,Marabá,PA,Marabá,Marabá,-5.595680,-49.990915,293344
1504307,Maracanã,PA,Castanhal,Castanhal,-0.775107,-47.484068,27054
1504406,Marapanim,PA,Castanhal,Castanhal,-0.821922,-47.719704,28210
1504422,Marituba,PA,Belém,Belém,-1.396110,-48.329400,119859
1504455,Medicilândia,PA,Altamira,Altamira,-3.197601,-53.205741,28718
1504505,Melgaço,PA,Breves,Breves,-1.659704,-51.077359,30305
1504604,Mocajuba,PA,Cametá,Belém,-2.556058,-49.457885,28982
1504703,Moju,PA,Abaetetuba,Belém,-2.559309,-49.008942,92688
1504752,Mojuí dos Campos,PA,Santarém,Santarém,-3.102124,-54.491497,26305
1504802,Monte Alegre,PA,Santarém,Santarém,-0.962568,-54.388293,64350
1504901,Muaná,PA,Soure-Salvaterra,Breves,-1.313733,-49.310420,50314
1504950,Nova Esperança do Piriá,PA,Capitão Poço,Castanhal,-2.440731,-46.955320,21346
1504976,Nova Ipixuna,PA,Marabá,Marabá,-4.984685,-49.215621,14383
1505007,Nova Timboteua,PA,Capanema,Castanhal,-1.122881,-47.392538,13147
1505031,Novo Progresso,PA,Itaituba,Santarém,-7.796395,-55.476780,37570
1505064,Novo Repartimento,PA,Tucuruí,Marabá,-4.581312,-50.352490,63836
1505106,Óbidos,PA,Oriximiná,Santarém,0.009185,-55.757491,55774
1505205,Oeiras do Pará,PA,Cametá,Belém,-2.347235,-49.892726,37078
1505304,Oriximiná,PA,Oriximiná,Santarém,0.339730,-56.833549,73301
1505403,Ourém,PA,Capitão Poço,Castanhal,-1.528995,-47.144114,18886
1505437,Ourilândia do Norte,PA,Tucumã - São Félix do Xingu,Redenção,-7.462729,-51.378337,35585
1505486,Pacajá,PA,Tucuruí,Marabá,-3.638641,-50.585016,43882
1505494,Palestina do Pará,PA,Marabá,Marabá,-5.927512,-48.337232,7041
1505502,Paragominas,PA,Paragominas,Castanhal,-3.150649,-47.641103,114128
1505536,Parauapebas,PA,Parauapebas,Marabá,-6.165652,-50.526869,312427
1505551,Pau D'Arco,PA,Redenção,Redenção,-7.722967,-50.153711,7410
1505601,Peixe-Boi,PA,Capanema,Castanhal,-1.088575,-47.277958,8720
1505635,Piçarra,PA,Marabá,Marabá,-6.525119,-48.922288,13390
1505650,Placas,PA,Itaituba,Santarém,-3.952777,-54.540601,18258
1505700,Ponta de Pedras,PA,Soure-Salvaterra,Breves,-1.057685,-49.112289,25707
1505809,Portel,PA,Breves,Breves,-2.596840,-50.884466,68236
1505908,Porto de Moz,PA,Almeirim - Porto de Moz,Altamira,-2.228395,-52.513792,44552
1506005,Prainha,PA,Santarém,Santarém,-1.969835,-53.596140,39132
1506104,Primavera,PA,Capanema,Castanhal,-0.960713,-47.123693,11424
1506112,Quatipuru,PA,Capanema,Castanhal,-0.865737,-47.015374,11807
1506138,Redenção,PA,Redenção,Redenção,-8.094761,-50.208079,93414
1506161,Rio Maria,PA,Xinguara,Redenção,-7.399764,-49.839976,19250
1506187,Rondon do Pará,PA,Marabá,Marabá,-4.546530,-48.592332,57452
1506195,Rurópolis,PA,Itaituba,Santarém,-4.188805,-55.173574,37042
1506203,Salinópolis,PA,Capanema,Castanhal,-0.679033,-47.333813,49140
1506302,Salvaterra,PA,Soure-Salvaterra,Breves,-0.796861,-48.633417,25925
1506351,Santa Bárbara do Pará,PA,Belém,Belém,-1.197136,-48.255543,22764
1506401,Santa Cruz do Arari,PA,Soure-Salvaterra,Breves,-0.609161,-49.293513,7599
1506500,Santa Izabel do Pará,PA,Belém,Belém,-1.407565,-48.151924,80039
1506559,Santa Luzia do Pará,PA,Bragança,Castanhal,-1.687626,-46.934879,21370
1506583,Santa Maria das Barreiras,PA,Redenção,Redenção,-8.612314,-50.283778,17051
1506609,Santa Maria do Pará,PA,Castanhal,Castanhal,-1.368036,-47.533873,25930
1506708,Santana do Araguaia,PA,Redenção,Redenção,-9.196220,-50.644534,29273
1506807,Santarém,PA,Santarém,Santarém,-2.633463,-54.815958,364298
1506906,Santarém Novo,PA,Capanema,Castanhal,-0.913023,-47.336954,6362
1507003,Santo Antônio do Tauá,PA,Belém,Belém,-1.091726,-48.207121,29330
1507102,São Caetano de Odivelas,PA,Belém,Belém,-0.821984,-48.021700,17267
1507151,São Domingos do Araguaia,PA,Marabá,Marabá,-5.677684,-48.712448,21475
1507201,São Domingos do Capim,PA,Castanhal,Castanhal,-1.896571,-47.788962,32655
1507300,São Félix do Xingu,PA,Tucumã - São Félix do Xingu,Redenção,-7.168789,-52.278216,63393
1507409,São Francisco do Pará,PA,Castanhal,Castanhal,-1.194968,-47.745974,15439
1507458,São Geraldo do Araguaia,PA,Marabá,Marabá,-6.226159,-48.710459,24882
1507466,São João da Ponta,PA,Castanhal,Castanhal,-0.849079,-47.963529,4432
1507474,São João de Pirabas,PA,Capanema,Castanhal,-0.752907,-47.212515,21505
1507508,São João do Araguaia,PA,Marabá,Marabá,-5.454031,-48.689597,14338
1507607,São Miguel do Guamá,PA,Castanhal,Castanhal,-1.567190,-47.595381,56135
1507706,São Sebastião da Boa Vista,PA,Breves,Breves,-1.420598,-49.684040,27853
1507755,Sapucaia,PA,Xinguara,Redenção,-6.851800,-49.532482,6261
1507805,Senador José Porfírio,PA,Altamira,Altamira,-3.917048,-51.796218,25517
1507904,Soure,PA,Soure-Salvaterra,Breves,-0.458152,-48.663116,25409
1507953,Tailândia,PA,Abaetetuba,Belém,-2.875347,-48.728127,75062
1507961,Terra Alta,PA,Castanhal,Castanhal,-0.996882,-47.854491,10858
1507979,Terra Santa,PA,Oriximiná,Santarém,-1.923129,-56.460384,19912
1508001,Tomé-Açu,PA,Belém,Belém,-2.642979,-48.272232,73762
1508035,Tracuateua,PA,Bragança,Castanhal,-1.043057,-46.956824,30612
1508050,Trairão,PA,Itaituba,Santarém,-5.148621,-55.980977,15484
1508084,Tucumã,PA,Tucumã - São Félix do Xingu,Redenção,-6.840778,-51.452866,43270
1508100,Tucuruí,PA,Tucuruí,Marabá,-3.831105,-49.852193,96004
1508126,Ulianópolis,PA,Paragominas,Castanhal,-3.808963,-47.478716,39153
1508159,Uruará,PA,Altamira,Altamira,-3.652494,-53.793105,45984
1508209,Vigia,PA,Belém,Belém,-0.962539,-48.104517,54309
1508308,Viseu,PA,Bragança,Castanhal,-1.482865,-46.383862,62398
1508357,Vitória do Xingu,PA,Altamira,Altamira,-3.156629,-51.997524,16686
1508407,Xinguara,PA,Xinguara,Redenção,-6.906400,-49.520558,58508
1600055,Serra do Navio,AP,Porto Grande,Oiapoque - Porto Grande,1.651200,-52.228324,5019
1600105,Amapá,AP,Oiapoque,Oiapoque - Porto Grande,1.805985,-50.700368,8447
1600154,Pedra Branca do Amapari,AP,Porto Grande,Oiapoque - Porto Grande,1.140695,-52.455844,13971
1600204,Calçoene,AP,Oiapoque,Oiapoque - Porto Grande,2.431912,-51.437333,11527
1600212,Cutias,AP,Oiapoque,Oiapoque - Porto Grande,1.038687,-50.513865,4722
1600238,Ferreira Gomes,AP,Porto Grande,Oiapoque - Porto Grande,0.898395,-51.365647,7220
1600253,Itaubal,AP,Macapá,Macapá,0.568187,-50.649295,6147
1600279,Laranjal do Jari,AP,Laranjal do Jari,Macapá,0.906965,-53.225054,37781
1600303,Macapá,AP,Macapá,Macapá,0.595389,-50.744348,491987
1600402,Mazagão,AP,Macapá,Macapá,0.025808,-52.048780,23958
1600501,Oiapoque,AP,Oiapoque,Oiapoque - Porto Grande,2.889476,-52.100965,31071
1600535,Porto Grande,AP,Porto Grande,Oiapoque - Porto Grande,0.575956,-51.662949,19103
1600550,Pracuúba,AP,Oiapoque,Oiapoque - Porto Grande,1.660366,-51.237911,4053
1600600,Santana,AP,Macapá,Macapá,0.142350,-51.370162,119224
1600709,Tartarugalzinho,AP,Oiapoque,Oiapoque - Porto Grande,1.248765,-51.048930,13846
1600808,Vitória do Jari,AP,Laranjal do Jari,Macapá,-0.997174,-52.064858,11877
1700251,Abreulândia,TO,Paraíso do Tocantins,Palmas,-9.448745,-49.348888,2695
1700301,Aguiarnópolis,TO,Tocantinópolis,Araguaína,-6.487525,-47.493208,4469
1700350,Aliança do Tocantins,TO,Gurupi,Gurupi,-11.332602,-48.902771,5172
1700400,Almas,TO,Dianópolis,Gurupi,-11.435089,-47.184159,6428
1700707,Alvorada,TO,Gurupi,Gurupi,-12.391234,-49.095769,9161
1701002,Ananás,TO,Araguaína,Araguaína,-6.223067,-48.200794,10736
1701051,Angico,TO,Araguaína,Araguaína,-6.411912,-47.930269,2889
1701101,Aparecida do Rio Negro,TO,Palmas,Palmas,-9.986308,-48.008581,5152
1701309,Aragominas,TO,Araguaína,Araguaína,-6.987051,-48.598254,5302
1701903,Araguacema,TO,Paraíso do Tocantins,Palmas,-8.953362,-49.482103,6006
1702000,Araguaçu,TO,Gurupi,Gurupi,-12.756720,-49.717080,8213
1702109,Araguaína,TO,Araguaína,Araguaína,-7.326614,-48.575643,184495
1702158,Araguanã,TO,Araguaína,Araguaína,-6.771200,-48.522038,4263
1702208,Araguatins,TO,Araguatins,Araguaína,-5.664516,-48.119048,33364
1702307,Arapoema,TO,Araguaína,Araguaína,-7.710811,-49.022236,5425
1702406,Arraias,TO,Dianópolis,Gurupi,-12.839691,-47.136148,10500
