codigo_ibge,nome,uf,regiao_imediata,regiao_intermediaria,latitude,longitude,populacao_2026
3148202,Patrocínio do Muriaé,MG,Muriaé,Juíz de Fora,-21.163391,-42.236618,5772
3148301,Paula Cândido,MG,Viçosa,Juíz de Fora,-20.878447,-42.994367,8730
3148400,Paulistas,MG,Guanhães,Governador Valadares,-18.454943,-42.869679,4377
3148509,Pavão,MG,Teófilo Otoni,Teófilo Otoni,-17.456487,-41.062537,8119
3148608,Peçanha,MG,Guanhães,Governador Valadares,-18.557168,-42.536893,17882
3148707,Pedra Azul,MG,Pedra Azul,Teófilo Otoni,-15.957208,-41.199600,25088
3148756,Pedra Bonita,MG,Carangola,Juíz de Fora,-20.488064,-42.372536,7638
3148806,Pedra do Anta,MG,Viçosa,Juíz de Fora,-20.585855,-42.725327,3360
3148905,Pedra do Indaiá,MG,Divinópolis,Divinópolis,-20.305359,-45.228206,4262
3149002,Pedra Dourada,MG,Carangola,Juíz de Fora,-20.825711,-42.169244,2948
3149101,Pedralva,MG,Itajubá,Pouso Alegre,-22.253717,-45.464192,10860
3149150,Pedras de Maria da Cruz,MG,Januária,Montes Claros,-15.609216,-44.304514,10584
3149200,Pedrinópolis,MG,Araxá,Uberaba,-19.177900,-47.514300,3392
3149309,Pedro Leopoldo,MG,Belo Horizonte,Belo Horizonte,-19.637679,-44.044421,65424
3149408,Pedro Teixeira,MG,Juiz de Fora,Juíz de Fora,-21.723775,-43.727675,1859
3149507,Pequeri,MG,São João Nepomuceno - Bicas,Juíz de Fora,-21.822811,-43.121333,3472
3149606,Pequi,MG,Pará de Minas,Divinópolis,-19.600607,-44.640379,4271
3149705,Perdigão,MG,Divinópolis,Divinópolis,-19.932756,-45.062094,13301
3149804,Perdizes,MG,Araxá,Uberaba,-19.412907,-47.189561,18145
3149903,Perdões,MG,Lavras,Varginha,-21.068475,-45.067595,22154
3149952,Periquito,MG,Ipatinga,Ipatinga,-19.103673,-42.238927,6602
3150000,Pescador,MG,Teófilo Otoni,Teófilo Otoni,-18.319867,-41.548227,3532
3150109,Piau,MG,Juiz de Fora,Juíz de Fora,-21.500546,-43.313408,2853
3150158,Piedade de Caratinga,MG,Caratinga,Ipatinga,-19.758000,-42.040850,9046
3150208,Piedade de Ponte Nova,MG,Ponte Nova,Juíz de Fora,-20.244650,-42.717087,4052
3150307,Piedade do Rio Grande,MG,São João del Rei,Barbacena,-21.501106,-44.165512,4691
3150406,Piedade dos Gerais,MG,Oliveira,Divinópolis,-20.484820,-44.235933,5222
3150505,Pimenta,MG,Formiga,Divinópolis,-20.536239,-45.826906,8839
3150539,Pingo-d'Água,MG,Ipatinga,Ipatinga,-19.748000,-42.431340,4882
3150570,Pintópolis,MG,São Francisco,Montes Claros,-16.050581,-45.240341,7225
3150604,Piracema,MG,Oliveira,Divinópolis,-20.537071,-44.426857,6924
3150703,Pirajuba,MG,Frutal,Uberaba,-19.940800,-48.673920,5864
3150802,Piranga,MG,Conselheiro Lafaiete,Barbacena,-20.639676,-43.295743,17356
3150901,Piranguçu,MG,Itajubá,Pouso Alegre,-22.568317,-45.513142,6366
3151008,Piranguinho,MG,Itajubá,Pouso Alegre,-22.379007,-45.578540,9581
3151107,Pirapetinga,MG,Além Paraíba,Juíz de Fora,-21.672429,-42.356107,11498
3151206,Pirapora,MG,Pirapora,Montes Claros,-17.385000,-44.862095,57873
3151305,Piraúba,MG,Ubá,Juíz de Fora,-21.265369,-43.033654,12052
3151404,Pitangui,MG,Divinópolis,Divinópolis,-19.587521,-44.885250,27929
3151503,Piumhi,MG,Piumhi,Varginha,-20.440539,-46.060625,38257
3151602,Planura,MG,Frutal,Uberaba,-20.066808,-48.653862,11579
3151701,Poço Fundo,MG,Alfenas,Varginha,-21.813211,-46.001668,16856
3151800,Poços de Caldas,MG,Poços de Caldas,Pouso Alegre,-21.808217,-46.546650,173100
3151909,Pocrane,MG,Manhuaçu,Juíz de Fora,-19.581981,-41.560524,8409
3152006,Pompéu,MG,Dores do Indaiá,Divinópolis,-19.099083,-44.974386,32570
3152105,Ponte Nova,MG,Ponte Nova,Juíz de Fora,-20.402465,-42.919878,59703
3152131,Ponto Chique,MG,Pirapora,Montes Claros,-16.603658,-44.977535,3788
3152170,Ponto dos Volantes,MG,Teófilo Otoni,Teófilo Otoni,-16.849387,-41.467843,11041
3152204,Porteirinha,MG,Janaúba,Montes Claros,-15.717744,-43.107763,38714
3152303,Porto Firme,MG,Viçosa,Juíz de Fora,-20.664571,-43.073947,10854
3152402,Poté,MG,Teófilo Otoni,Teófilo Otoni,-17.806048,-41.777830,13553
3152501,Pouso Alegre,MG,Pouso Alegre,Pouso Alegre,-22.280732,-45.937684,163439
3152600,Pouso Alto,MG,São Lourenço,Pouso Alegre,-22.169269,-44.947119,6801
3152709,Prados,MG,São João del Rei,Barbacena,-21.096461,-44.060817,9409
3152808,Prata,MG,Uberlândia,Uberlândia,-19.341643,-48.948384,29903
3152907,Pratápolis,MG,Passos,Varginha,-20.779557,-46.848557,8518
3153004,Pratinha,MG,Araxá,Uberaba,-19.749335,-46.399658,3709
3153103,Presidente Bernardes,MG,Viçosa,Juíz de Fora,-20.769638,-43.172462,4814
3153202,Presidente Juscelino,MG,Curvelo,Belo Horizonte,-18.731554,-44.093392,3450
3153301,Presidente Kubitschek,MG,Diamantina,Teófilo Otoni,-18.634846,-43.586354,3169
3153400,Presidente Olegário,MG,Patos de Minas,Patos de Minas,-18.184158,-46.377391,19205
3153509,Alto Jequitibá,MG,Manhuaçu,Juíz de Fora,-20.444746,-41.965315,8615
3153608,Prudente de Morais,MG,Sete Lagoas,Belo Horizonte,-19.459825,-44.113708,12157
3153707,Quartel Geral,MG,Dores do Indaiá,Divinópolis,-19.271832,-45.608755,3227
3153806,Queluzito,MG,Conselheiro Lafaiete,Barbacena,-20.733850,-43.906640,1792
3153905,Raposos,MG,Belo Horizonte,Belo Horizonte,-19.971162,-43.797275,16854
3154002,Raul Soares,MG,Caratinga,Ipatinga,-20.003265,-42.390426,23866
3154101,Recreio,MG,Cataguases,Juíz de Fora,-21.525469,-42.420585,11426
3154150,Reduto,MG,Manhuaçu,Juíz de Fora,-20.233018,-41.937345,8317
3154200,Resende Costa,MG,São João del Rei,Barbacena,-20.847028,-44.300608,11567
3154309,Resplendor,MG,Aimorés - Resplendor,Governador Valadares,-19.219989,-41.150407,17646
3154408,Ressaquinha,MG,Barbacena,Barbacena,-21.097775,-43.772750,4638
3154457,Riachinho,MG,Unaí,Patos de Minas,-16.284526,-45.949905,6775
3154507,Riacho dos Machados,MG,Janaúba,Montes Claros,-16.048208,-43.030282,8831
3154606,Ribeirão das Neves,MG,Belo Horizonte,Belo Horizonte,-19.776333,-44.079792,348996
3154705,Ribeirão Vermelho,MG,Lavras,Varginha,-21.149783,-45.083083,4233
3154804,Rio Acima,MG,Belo Horizonte,Belo Horizonte,-20.102964,-43.778614,10772
3154903,Rio Casca,MG,Ponte Nova,Juíz de Fora,-20.155314,-42.666167,12785
3155009,Rio Doce,MG,Ponte Nova,Juíz de Fora,-20.223360,-42.913680,2547
3155108,Rio do Prado,MG,Almenara,Teófilo Otoni,-16.677992,-40.567154,4622
3155207,Rio Espera,MG,Conselheiro Lafaiete,Barbacena,-20.877791,-43.488191,5417
3155306,Rio Manso,MG,Oliveira,Divinópolis,-20.267040,-44.342553,5765
3155405,Rio Novo,MG,Juiz de Fora,Juíz de Fora,-21.473063,-43.163681,8678
3155504,Rio Paranaíba,MG,Patos de Minas,Patos de Minas,-19.233870,-46.305700,15443
3155603,Rio Pardo de Minas,MG,Salinas,Montes Claros,-15.718107,-42.569237,29083
3155702,Rio Piracicaba,MG,João Monlevade,Ipatinga,-19.966440,-43.147395,15069
3155801,Rio Pomba,MG,Ubá,Juíz de Fora,-21.237668,-43.169284,17912
3155900,Rio Preto,MG,Juiz de Fora,Juíz de Fora,-22.034635,-43.862659,5230
3156007,Rio Vermelho,MG,Guanhães,Governador Valadares,-18.246519,-43.081981,12725
3156106,Ritápolis,MG,São João del Rei,Barbacena,-20.994047,-44.352567,5128
3156205,Rochedo de Minas,MG,São João Nepomuceno - Bicas,Juíz de Fora,-21.644586,-43.020657,2384
3156304,Rodeiro,MG,Ubá,Juíz de Fora,-21.211550,-42.842500,9267
3156403,Romaria,MG,Monte Carmelo,Uberlândia,-18.890439,-47.556928,3421
3156452,Rosário da Limeira,MG,Muriaé,Juíz de Fora,-20.983555,-42.512100,4954
3156502,Rubelita,MG,Salinas,Montes Claros,-16.357784,-42.202159,5354
3156601,Rubim,MG,Almenara,Teófilo Otoni,-16.495296,-40.505930,10628
3156700,Sabará,MG,Belo Horizonte,Belo Horizonte,-19.839341,-43.795947,134850
3156809,Sabinópolis,MG,Guanhães,Governador Valadares,-18.647955,-43.061377,14240
3156908,Sacramento,MG,Uberaba,Uberaba,-19.909287,-47.248340,28251
3157005,Salinas,MG,Salinas,Montes Claros,-16.090819,-42.194306,41826
3157104,Salto da Divisa,MG,Almenara,Teófilo Otoni,-16.078543,-40.040004,6091
3157203,Santa Bárbara,MG,Santa Bárbara - Ouro Preto,Belo Horizonte,-20.019353,-43.452441,32068
3157252,Santa Bárbara do Leste,MG,Caratinga,Ipatinga,-19.948860,-42.112680,8831
3157278,Santa Bárbara do Monte Verde,MG,Juiz de Fora,Juíz de Fora,-21.979900,-43.712995,3236
3157302,Santa Bárbara do Tugúrio,MG,Barbacena,Barbacena,-21.252478,-43.532533,4228
3157336,Santa Cruz de Minas,MG,São João del Rei,Barbacena,-21.119260,-44.211880,8357
3157377,Santa Cruz de Salinas,MG,Salinas,Montes Claros,-16.058765,-41.783565,3896
3157401,Santa Cruz do Escalvado,MG,Ponte Nova,Juíz de Fora,-20.235977,-42.816369,4714
3157500,Santa Efigênia de Minas,MG,Governador Valadares,Governador Valadares,-18.854980,-42.391870,4011
3157609,Santa Fé de Minas,MG,Pirapora,Montes Claros,-16.708940,-45.576919,3507
3157658,Santa Helena de Minas,MG,Águas Formosas,Teófilo Otoni,-16.901407,-40.650114,6054
3157708,Santa Juliana,MG,Uberaba,Uberaba,-19.365147,-47.524471,17058
3157807,Santa Luzia,MG,Belo Horizonte,Belo Horizonte,-19.723056,-43.828187,231473
3157906,Santa Margarida,MG,Manhuaçu,Juíz de Fora,-20.429593,-42.264793,17071
3158003,Santa Maria de Itabira,MG,Itabira,Belo Horizonte,-19.448535,-43.061335,10721
3158102,Santa Maria do Salto,MG,Almenara,Teófilo Otoni,-16.289638,-40.126385,4752
3158201,Santa Maria do Suaçuí,MG,Guanhães,Governador Valadares,-18.247441,-42.328311,12741
3158300,Santana da Vargem,MG,Três Pontas - Boa Esperança,Varginha,-21.277318,-45.502255,6731
3158409,Santana de Cataguases,MG,Cataguases,Juíz de Fora,-21.269133,-42.556825,3543
3158508,Santana de Pirapama,MG,Sete Lagoas,Belo Horizonte,-18.915321,-43.927461,6982
3158607,Santana do Deserto,MG,Juiz de Fora,Juíz de Fora,-21.949607,-43.186820,3811
3158706,Santana do Garambéu,MG,Barbacena,Barbacena,-21.627136,-44.081529,2167
3158805,Santana do Jacaré,MG,Campo Belo,Varginha,-20.879825,-45.073575,4228
3158904,Santana do Manhuaçu,MG,Manhuaçu,Juíz de Fora,-20.039506,-41.892267,9290
3158953,Santana do Paraíso,MG,Ipatinga,Ipatinga,-19.388243,-42.523629,49978
3159001,Santana do Riacho,MG,Sete Lagoas,Belo Horizonte,-19.181617,-43.655943,5724
3159100,Santana dos Montes,MG,Conselheiro Lafaiete,Barbacena,-20.798843,-43.669021,3474
3159209,Santa Rita de Caldas,MG,Poços de Caldas,Pouso Alegre,-22.020805,-46.277027,8537
3159308,Santa Rita de Jacutinga,MG,Juiz de Fora,Juíz de Fora,-22.097981,-44.087975,4816
3159357,Santa Rita de Minas,MG,Caratinga,Ipatinga,-19.884257,-42.126314,6984
3159407,Santa Rita de Ibitipoca,MG,Barbacena,Barbacena,-21.577647,-43.931760,3318
3159506,Santa Rita do Itueto,MG,Aimorés - Resplendor,Governador Valadares,-19.428900,-41.377865,5994
3159605,Santa Rita do Sapucaí,MG,Pouso Alegre,Pouso Alegre,-22.251811,-45.689972,42703
3159704,Santa Rosa da Serra,MG,Araxá,Uberaba,-19.560623,-46.003392,3497
3159803,Santa Vitória,MG,Ituiutaba,Uberlândia,-19.030560,-50.341156,22073
3159902,Santo Antônio do Amparo,MG,Lavras,Varginha,-20.919039,-44.939200,17664
3160009,Santo Antônio do Aventureiro,MG,Além Paraíba,Juíz de Fora,-21.752900,-42.824220,3910
3160108,Santo Antônio do Grama,MG,Ponte Nova,Juíz de Fora,-20.327475,-42.615225,4362
3160207,Santo Antônio do Itambé,MG,Diamantina,Teófilo Otoni,-18.489529,-43.261600,3960
3160306,Santo Antônio do Jacinto,MG,Almenara,Teófilo Otoni,-16.516036,-40.288027,10254
3160405,Santo Antônio do Monte,MG,Divinópolis,Divinópolis,-20.065205,-45.295200,28549
3160454,Santo Antônio do Retiro,MG,Espinosa,Montes Claros,-15.281320,-42.659992,6715
3160504,Santo Antônio do Rio Abaixo,MG,Itabira,Belo Horizonte,-19.233644,-43.253333,1858
3160603,Santo Hipólito,MG,Curvelo,Belo Horizonte,-18.379236,-44.183508,2667
3160702,Santos Dumont,MG,Juiz de Fora,Juíz de Fora,-21.474489,-43.538868,43054
3160801,São Bento Abade,MG,Três Corações,Varginha,-21.560562,-45.074450,4855
3160900,São Brás do Suaçuí,MG,Conselheiro Lafaiete,Barbacena,-20.621130,-43.962590,4189
3160959,São Domingos das Dores,MG,Caratinga,Ipatinga,-19.507529,-42.026829,5808
3161007,São Domingos do Prata,MG,João Monlevade,Ipatinga,-19.897113,-42.892597,17794
3161056,São Félix de Minas,MG,Mantena,Governador Valadares,-18.568273,-41.448400,3237
3161106,São Francisco,MG,São Francisco,Montes Claros,-15.895467,-44.806304,54208
3161205,São Francisco de Paula,MG,Oliveira,Divinópolis,-20.709141,-44.997859,6269
3161304,São Francisco de Sales,MG,Iturama,Uberaba,-19.782731,-49.866242,5859
3161403,São Francisco do Glória,MG,Muriaé,Juíz de Fora,-20.798691,-42.259409,4831
3161502,São Geraldo,MG,Ubá,Juíz de Fora,-20.912943,-42.816164,10531
3161601,São Geraldo da Piedade,MG,Governador Valadares,Governador Valadares,-18.893150,-42.305425,3145
3161650,São Geraldo do Baixio,MG,Governador Valadares,Governador Valadares,-18.911723,-41.366008,3142
3161700,São Gonçalo do Abaeté,MG,Patos de Minas,Patos de Minas,-18.174016,-45.551324,7510
3161809,São Gonçalo do Pará,MG,Divinópolis,Divinópolis,-19.948364,-44.839664,12353
3161908,São Gonçalo do Rio Abaixo,MG,João Monlevade,Ipatinga,-19.830116,-43.324774,12590
3162005,São Gonçalo do Sapucaí,MG,Varginha,Varginha,-21.909590,-45.611875,24513
3162104,São Gotardo,MG,Patos de Minas,Patos de Minas,-19.339590,-46.003943,44364
3162203,São João Batista do Glória,MG,Passos,Varginha,-20.556486,-46.446609,8003
3162252,São João da Lagoa,MG,Montes Claros,Montes Claros,-16.840107,-44.317979,4973
3162302,São João da Mata,MG,Pouso Alegre,Pouso Alegre,-21.938654,-45.946377,3023
3162401,São João da Ponte,MG,Montes Claros,Montes Claros,-15.901066,-43.899174,24128
3162450,São João das Missões,MG,Januária,Montes Claros,-14.899990,-44.185829,13623
3162500,São João del Rei,MG,São João del Rei,Barbacena,-21.251088,-44.298348,94852
3162559,São João do Manhuaçu,MG,Manhuaçu,Juíz de Fora,-20.371500,-42.154567,11735
3162575,São João do Manteninha,MG,Mantena,Governador Valadares,-18.756529,-41.166857,5490
3162609,São João do Oriente,MG,Ipatinga,Ipatinga,-19.353500,-42.164685,7061
3162658,São João do Pacuí,MG,Montes Claros,Montes Claros,-16.559507,-44.548327,4047
3162708,São João do Paraíso,MG,Salinas,Montes Claros,-15.338109,-41.964961,24802
3162807,São João Evangelista,MG,Guanhães,Governador Valadares,-18.525614,-42.781371,15609
3162906,São João Nepomuceno,MG,São João Nepomuceno - Bicas,Juíz de Fora,-21.585439,-43.009722,26577
3162922,São Joaquim de Bicas,MG,Belo Horizonte,Belo Horizonte,-20.060833,-44.245400,37509
3162948,São José da Barra,MG,Passos,Varginha,-20.741489,-46.249772,8203
3162955,São José da Lapa,MG,Belo Horizonte,Belo Horizonte,-19.697222,-43.994922,28445
3163003,São José da Safira,MG,Governador Valadares,Governador Valadares,-18.313987,-42.129344,3837
3163102,São José da Varginha,MG,Pará de Minas,Divinópolis,-19.701845,-44.574755,4719
3163201,São José do Alegre,MG,Itajubá,Pouso Alegre,-22.331944,-45.517811,4261
3163300,São José do Divino,MG,Teófilo Otoni,Teófilo Otoni,-18.400406,-41.375665,3465
3163409,São José do Goiabal,MG,Ipatinga,Ipatinga,-19.922086,-42.663600,5472
3163508,São José do Jacuri,MG,Guanhães,Governador Valadares,-18.244363,-42.671487,6267
3163607,São José do Mantimento,MG,Manhuaçu,Juíz de Fora,-20.015114,-41.772357,2854
3163706,São Lourenço,MG,São Lourenço,Pouso Alegre,-22.118433,-45.043578,47071
3163805,São Miguel do Anta,MG,Viçosa,Juíz de Fora,-20.735446,-42.720985,6392
3163904,São Pedro da União,MG,Guaxupé,Varginha,-21.131294,-46.642425,4968
3164001,São Pedro dos Ferros,MG,Ponte Nova,Juíz de Fora,-20.077757,-42.562895,7074
3164100,São Pedro do Suaçuí,MG,Guanhães,Governador Valadares,-18.354485,-42.582305,5121
3164209,São Romão,MG,São Francisco,Montes Claros,-16.370851,-45.418362,10570
3164308,São Roque de Minas,MG,Piumhi,Varginha,-20.201360,-46.510550,7397
3164407,São Sebastião da Bela Vista,MG,Pouso Alegre,Pouso Alegre,-22.163164,-45.768109,6857
3164431,São Sebastião da Vargem Alegre,MG,Muriaé,Juíz de Fora,-21.028312,-42.610825,3257
3164472,São Sebastião do Anta,MG,Caratinga,Ipatinga,-19.521262,-41.937787,6442
3164506,São Sebastião do Maranhão,MG,Guanhães,Governador Valadares,-18.072329,-42.554090,10194
3164605,São Sebastião do Oeste,MG,Divinópolis,Divinópolis,-20.255088,-45.039976,9689
3164704,São Sebastião do Paraíso,MG,São Sebastião do Paraíso,Varginha,-20.917786,-47.028696,75593
3164803,São Sebastião do Rio Preto,MG,Itabira,Belo Horizonte,-19.296781,-43.222331,1211
3164902,São Sebastião do Rio Verde,MG,São Lourenço,Pouso Alegre,-22.217133,-45.022633,2396
3165008,São Tiago,MG,São João del Rei,Barbacena,-20.912389,-44.553128,11598
3165107,São Tomás de Aquino,MG,São Sebastião do Paraíso,Varginha,-20.784718,-47.131159,6822
3165206,São Tomé das Letras,MG,Três Corações,Varginha,-21.750281,-44.945294,7124
3165305,São Vicente de Minas,MG,São João del Rei,Barbacena,-21.657044,-44.460156,6922
3165404,Sapucaí-Mirim,MG,Itajubá,Pouso Alegre,-22.784229,-45.834879,6477
3165503,Sardoá,MG,Governador Valadares,Governador Valadares,-18.784745,-42.391482,5117
3165537,Sarzedo,MG,Belo Horizonte,Belo Horizonte,-20.051425,-44.136550,40585
3165552,Setubinha,MG,Teófilo Otoni,Teófilo Otoni,-17.629078,-42.145874,9940
3165560,Sem-Peixe,MG,Ponte Nova,Juíz de Fora,-20.073745,-42.826545,2400
3165578,Senador Amaral,MG,Pouso Alegre,Pouso Alegre,-22.559491,-46.210691,6572
3165602,Senador Cortes,MG,São João Nepomuceno - Bicas,Juíz de Fora,-21.759475,-42.912425,2349
3165701,Senador Firmino,MG,Ubá,Juíz de Fora,-20.906525,-43.093533,8007
3165800,Senador José Bento,MG,Pouso Alegre,Pouso Alegre,-22.156150,-46.148812,2161
3165909,Senador Modestino Gonçalves,MG,Diamantina,Teófilo Otoni,-17.905813,-43.236887,3979
3166006,Senhora de Oliveira,MG,Conselheiro Lafaiete,Barbacena,-20.803767,-43.340900,5569
3166105,Senhora do Porto,MG,Guanhães,Governador Valadares,-18.903813,-43.082380,3046
3166204,Senhora dos Remédios,MG,Barbacena,Barbacena,-21.045050,-43.607060,10673
3166303,Sericita,MG,Ponte Nova,Juíz de Fora,-20.502758,-42.461850,7568
3166402,Seritinga,MG,Caxambu - Baependi,Pouso Alegre,-21.920158,-44.471492,1869
3166501,Serra Azul de Minas,MG,Diamantina,Teófilo Otoni,-18.390500,-43.202715,3788
3166600,Serra da Saudade,MG,Dores do Indaiá,Divinópolis,-19.384727,-45.782347,857
3166709,Serra dos Aimorés,MG,Teófilo Otoni,Teófilo Otoni,-17.758120,-40.274193,6786
3166808,Serra do Salitre,MG,Patrocínio,Patos de Minas,-19.157282,-46.658891,12359
3166907,Serrania,MG,Alfenas,Varginha,-21.559958,-46.076475,7820
3166956,Serranópolis de Minas,MG,Janaúba,Montes Claros,-15.867895,-42.847852,4498
3167004,Serranos,MG,Caxambu - Baependi,Pouso Alegre,-21.816062,-44.562746,2037
3167103,Serro,MG,Diamantina,Teófilo Otoni,-18.528963,-43.372163,22695
3167202,Sete Lagoas,MG,Sete Lagoas,Belo Horizonte,-19.443622,-44.259678,239833
3167301,Silveirânia,MG,Ubá,Juíz de Fora,-21.155636,-43.211409,2408
3167400,Silvianópolis,MG,Pouso Alegre,Pouso Alegre,-22.051564,-45.822843,6359
3167509,Simão Pereira,MG,Juiz de Fora,Juíz de Fora,-21.956900,-43.290380,3108
3167608,Simonésia,MG,Manhuaçu,Juíz de Fora,-19.998387,-41.971975,20518
3167707,Sobrália,MG,Governador Valadares,Governador Valadares,-19.220275,-42.137767,5107
3167806,Soledade de Minas,MG,São Lourenço,Pouso Alegre,-22.035306,-45.040481,5733
3167905,Tabuleiro,MG,Ubá,Juíz de Fora,-21.368813,-43.255220,4095
3168002,Taiobeiras,MG,Salinas,Montes Claros,-15.824350,-42.074803,34675
3168051,Taparuba,MG,Manhuaçu,Juíz de Fora,-19.748215,-41.598800,3523
3168101,Tapira,MG,Araxá,Uberaba,-19.931364,-46.863536,4217
3168200,Tapiraí,MG,Formiga,Divinópolis,-19.875567,-46.162911,1690
3168309,Taquaraçu de Minas,MG,Belo Horizonte,Belo Horizonte,-19.625271,-43.669971,4399
3168408,Tarumirim,MG,Governador Valadares,Governador Valadares,-19.300718,-41.928196,15134
3168507,Teixeiras,MG,Viçosa,Juíz de Fora,-20.641825,-42.859658,12745
3168606,Teófilo Otoni,MG,Teófilo Otoni,Teófilo Otoni,-17.723124,-41.372157,143115
3168705,Timóteo,MG,Ipatinga,Ipatinga,-19.553831,-42.607215,84253
3168804,Tiradentes,MG,São João del Rei,Barbacena,-21.113390,-44.162810,8102
3168903,Tiros,MG,Patos de Minas,Patos de Minas,-18.820095,-45.796284,8287
3169000,Tocantins,MG,Ubá,Juíz de Fora,-21.180900,-43.037983,16631
3169059,Tocos do Moji,MG,Pouso Alegre,Pouso Alegre,-22.360436,-46.134236,3890
3169109,Toledo,MG,Pouso Alegre,Pouso Alegre,-22.706900,-46.392540,7705
3169208,Tombos,MG,Carangola,Juíz de Fora,-20.883707,-42.087779,8609
3169307,Três Corações,MG,Três Corações,Varginha,-21.708758,-45.233592,78492
3169356,Três Marias,MG,Curvelo,Belo Horizonte,-18.278025,-45.051378,30040
3169406,Três Pontas,MG,Três Pontas - Boa Esperança,Varginha,-21.414678,-45.506100,57325
3169505,Tumiritinga,MG,Governador Valadares,Governador Valadares,-19.022465,-41.710726,5937
3169604,Tupaciguara,MG,Uberlândia,Uberlândia,-18.557558,-48.758163,26679
3169703,Turmalina,MG,Capelinha,Teófilo Otoni,-17.262547,-42.798025,20882
3169802,Turvolândia,MG,Pouso Alegre,Pouso Alegre,-21.884718,-45.795018,5114
3169901,Ubá,MG,Ubá,Juíz de Fora,-21.116658,-42.980112,107613
3170008,Ubaí,MG,São Francisco,Montes Claros,-16.372174,-44.885291,11993
3170057,Ubaporanga,MG,Caratinga,Ipatinga,-19.656593,-42.081750,13543
3170107,Uberaba,MG,Uberaba,Uberaba,-19.586604,-47.969827,359275
3170206,Uberlândia,MG,Uberlândia,Uberlândia,-19.014269,-48.322163,768339
3170305,Umburatiba,MG,Águas Formosas,Teófilo Otoni,-17.269350,-40.653644,2743
3170404,Unaí,MG,Unaí,Patos de Minas,-16.453240,-46.770804,91884
3170438,União de Minas,MG,Iturama,Uberaba,-19.424208,-50.370700,3789
3170479,Uruana de Minas,MG,Unaí,Patos de Minas,-16.117746,-46.313442,3369
3170503,Urucânia,MG,Ponte Nova,Juíz de Fora,-20.319009,-42.711982,10921
3170529,Urucuia,MG,Unaí,Patos de Minas,-16.076778,-45.573181,18727
3170578,Vargem Alegre,MG,Caratinga,Ipatinga,-19.590789,-42.315433,5768
3170602,Vargem Bonita,MG,Piumhi,Varginha,-20.436500,-46.317986,2208
3170651,Vargem Grande do Rio Pardo,MG,Salinas,Montes Claros,-15.353494,-42.304218,4721
3170701,Varginha,MG,Varginha,Varginha,-21.571271,-45.414459,144503
3170750,Varjão de Minas,MG,Patos de Minas,Patos de Minas,-18.459965,-45.919995,7363
3170800,Várzea da Palma,MG,Pirapora,Montes Claros,-17.460362,-44.739811,34475
3170909,Varzelândia,MG,Montes Claros,Montes Claros,-15.632296,-43.927124,19206
3171006,Vazante,MG,Patos de Minas,Patos de Minas,-17.870687,-46.862149,20483
3171030,Verdelândia,MG,Janaúba,Montes Claros,-15.539129,-43.664907,7706
3171071,Veredinha,MG,Capelinha,Teófilo Otoni,-17.520038,-42.706975,5223
3171105,Veríssimo,MG,Uberaba,Uberaba,-19.602557,-48.359121,3476
3171154,Vermelho Novo,MG,Caratinga,Ipatinga,-20.033522,-42.253989,5062
3171204,Vespasiano,MG,Belo Horizonte,Belo Horizonte,-19.726355,-43.952845,140004
3171303,Viçosa,MG,Viçosa,Juíz de Fora,-20.733069,-42.877494,79797
3171402,Vieiras,MG,Muriaé,Juíz de Fora,-20.909391,-42.271064,3781
3171501,Mathias Lobato,MG,Governador Valadares,Governador Valadares,-18.606080,-41.913540,3037
3171600,Virgem da Lapa,MG,Araçuaí,Teófilo Otoni,-16.710615,-42.329355,11686
3171709,Virgínia,MG,São Lourenço,Pouso Alegre,-22.334436,-45.106764,9184
3171808,Virginópolis,MG,Guanhães,Governador Valadares,-18.792657,-42.645204,10503
3171907,Virgolândia,MG,Governador Valadares,Governador Valadares,-18.467207,-42.299740,4416
3172004,Visconde do Rio Branco,MG,Ubá,Juíz de Fora,-21.005867,-42.860292,40809
3172103,Volta Grande,MG,Além Paraíba,Juíz de Fora,-21.746144,-42.569500,4411
3172202,Wenceslau Braz,MG,Itajubá,Pouso Alegre,-22.540030,-45.393970,2368
3200102,Afonso Cláudio,ES,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,Vitória,-20.096227,-41.132020,32479
3200136,Águia Branca,ES,Colatina,Colatina,-18.974633,-40.742526,10183
3200169,Água Doce do Norte,ES,Nova Venécia,Colatina,-18.499455,-40.998630,12610
3200201,Alegre,ES,Alegre,Cachoeiro do Itapemirim,-20.693996,-41.517812,30693
3200300,Alfredo Chaves,ES,Vitória,Vitória,-20.548492,-40.817912,14376
3200359,Alto Rio Novo,ES,Colatina,Colatina,-19.028529,-40.987593,7772
3200409,Anchieta,ES,Vitória,Vitória,-20.715700,-40.697518,33397
3200508,Apiacá,ES,Alegre,Cachoeiro do Itapemirim,-21.084015,-41.569038,7438
3200607,Aracruz,ES,Linhares,São Mateus,-19.796665,-40.187435,104304
3200706,Atílio Vivácqua,ES,Cachoeiro de Itapemirim,Cachoeiro do Itapemirim,-20.961338,-41.185908,11078
3200805,Baixo Guandu,ES,Colatina,Colatina,-19.531646,-40.966567,32930
3200904,Barra de São Francisco,ES,Nova Venécia,Colatina,-18.649503,-40.835769,45574
3201001,Boa Esperança,ES,São Mateus,São Mateus,-18.479504,-40.321183,14029
